,caption,caption_list
24930,"@CihanYedek @vingoslang https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/RfdIasadFO","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/rfdiasadfo']"
24932,"@CihanYedek @vingoslang https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/RfdIasadFO","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/rfdiasadfo']"
24939,"RT @CLEARUK: VIDEO. Campaigners Hannah Deacon, Matt Hughes of MedCan Support and Professor Mike Barnes, discuss the barriers to accessing m","['video', 'campaigners', 'hannah', 'deacon', 'matt', 'hughes', 'medcan', 'support', 'professor', 'mike', 'barnes', 'discuss', 'barriers', 'accessing']"
24966,"RT @martinhoyes: https://t.co/muEe9rafn3 can help avoid expensive offboarding experiences for #hr, #payroll, #legal, #dei, #payroll &amp; #fina","['https', '//t.co/muee9rafn3', 'help', 'avoid', 'expensive', 'offboarding', 'experiences', 'hr', 'payroll', 'legal', 'payroll', 'amp', 'fina']"
24984,"@CihanYedek @yogetoth https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/P7pVoH0QQX","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/p7pvoh0qqx']"
24986,"@CihanYedek @yogetoth https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/P7pVoH0QQX","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/p7pvoh0qqx']"
25011,"RT @Invest420: JUST SAY KNOW!

Stay on top of the evolving #cannabis industry with our free weekly newsletter.

https://t.co/Kfp8ycJN2v","['say', 'know', 'stay', 'top', 'evolving', 'cannabis', 'industry', 'free', 'weekly', 'newsletter', 'https', '//t.co/kfp8ycjn2v']"
25020,"@CihanYedek @NFTAnderson https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/6gc9DCGX5W","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/6gc9dcgx5w']"
25022,"@CihanYedek @NFTAnderson https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/6gc9DCGX5W","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/6gc9dcgx5w']"
25065,"RT @Invest420: JUST SAY KNOW!

Stay on top of the evolving #cannabis industry with our free weekly newsletter.

https://t.co/Kfp8ycJN2v","['say', 'know', 'stay', 'top', 'evolving', 'cannabis', 'industry', 'free', 'weekly', 'newsletter', 'https', '//t.co/kfp8ycjn2v']"
25074,"@CihanYedek @0x_niceist https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/WtE3meG34e","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/wte3meg34e']"
25076,"@CihanYedek @0x_niceist https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/WtE3meG34e","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/wte3meg34e']"
25083,"@CihanYedek @0x_niceist https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/mSCg9Kgqwl","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/mscg9kgqwl']"
25085,"@CihanYedek @0x_niceist https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/mSCg9Kgqwl","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/mscg9kgqwl']"
25128,"@CihanYedek @kenjori3 @Choi3Choice https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae https://t.co/7McgqM4kUB","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'https', '//t.co/7mcgqm4kub']"
25131,"@CihanYedek @kenjori3 @Choi3Choice https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae https://t.co/7McgqM4kUB","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'https', '//t.co/7mcgqm4kub']"
25173,RT @TxMJPolicy: David Bass served in the U.S. #Army for 25 years. David was the Director of #Veteran Outreach for Texas #NORML from 2013 to,"['david', 'bass', 'served', 'u.s.', 'army', '25', 'years', 'david', 'director', 'veteran', 'outreach', 'texas', '2013']"
25182,"@CihanYedek @TarzTweetler https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/D1Z6BcgRTS","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/d1z6bcgrts']"
25184,"@CihanYedek @TarzTweetler https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/D1Z6BcgRTS","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/d1z6bcgrts']"
25191,"https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica #reggaemusic #music #rasta https://t.co/sfX3Eeleu5","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'reggaemusic', 'music', 'rasta', 'https', '//t.co/sfx3eeleu5']"
25227,"@CihanYedek @COLLECT0R_NFT https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/e7vKgaGGi5","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/e7vkgaggi5']"
25229,"@CihanYedek @COLLECT0R_NFT https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/e7vKgaGGi5","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/e7vkgaggi5']"
25263,"@CihanYedek @Nfteasyflow https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/qQv2o8QFN4","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/qqv2o8qfn4']"
25265,"@CihanYedek @Nfteasyflow https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/qQv2o8QFN4","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/qqv2o8qfn4']"
25272,"RT @TrichomesDotCom: Morning Buzz - Cannabis News Update, September 21, 2021 is live on https://t.co/YOMd4hZVfj - Listen via the Web, Mobil","['morning', 'buzz', 'cannabis', 'news', 'update', 'september', '21', '2021', 'live', 'https', '//t.co/yomd4hzvfj', 'listen', 'via', 'web', 'mobil']"
25281,RT @NORML: #NewYork: Governor @GovKathyHochul signed legislation into law this week authorizing state-licensed #hemp growers to obtain temp,"['newyork', 'governor', 'signed', 'legislation', 'law', 'week', 'authorizing', 'state-licensed', 'hemp', 'growers', 'obtain', 'temp']"
25290,"@CihanYedek @Nfteasyflow https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/4idf47dxab","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/4idf47dxab']"
25292,"@CihanYedek @Nfteasyflow https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica https://t.co/4idf47dxab","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'https', '//t.co/4idf47dxab']"
25299,RT @KannabiaSeeds:  LA BLANCA by #KannabiaSeeds  @IntKannabia @Kannabia_Samen @Kannabia_US  Gracias a la amiga #kannabista @Sophie_MJ ,"['blanca', 'gracias', 'amiga', 'kannabista']"
25300,RT @KannabiaSeeds:  LA BLANCA by #KannabiaSeeds  @IntKannabia @Kannabia_Samen @Kannabia_US  Gracias a la amiga #kannabista @Sophie_MJ ,"['blanca', 'gracias', 'amiga', 'kannabista']"
25301,RT @KannabiaSeeds:  LA BLANCA by #KannabiaSeeds  @IntKannabia @Kannabia_Samen @Kannabia_US  Gracias a la amiga #kannabista @Sophie_MJ ,"['blanca', 'gracias', 'amiga', 'kannabista']"
25302,RT @KannabiaSeeds:  LA BLANCA by #KannabiaSeeds  @IntKannabia @Kannabia_Samen @Kannabia_US  Gracias a la amiga #kannabista @Sophie_MJ ,"['blanca', 'gracias', 'amiga', 'kannabista']"
25308,"https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica #reggaemusic #music #rasta https://t.co/FgPkxSB5xV","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'reggaemusic', 'music', 'rasta', 'https', '//t.co/fgpkxsb5xv']"
25326,"@CihanYedek https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica #reggaemusic https://t.co/THTzueL3RW","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'reggaemusic', 'https', '//t.co/thtzuel3rw']"
25327,"@CihanYedek https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica #reggaemusic https://t.co/THTzueL3RW","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'reggaemusic', 'https', '//t.co/thtzuel3rw']"
25344,"https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica #reggaemusic #music #rasta https://t.co/6rwaeKPUHF","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'reggaemusic', 'music', 'rasta', 'https', '//t.co/6rwaekpuhf']"
25353,"@CihanYedek https://t.co/LVK05Yl2KJ
@CihanYedek
https://t.co/GoQiopvuyC 
#bobmarley #reggae #jamaica #reggaemusic https://t.co/JdHmBKeusK","['https', '//t.co/lvk05yl2kj', 'https', '//t.co/goqiopvuyc', 'reggae', 'jamaica', 'reggaemusic', 'https', '//t.co/jdhmbkeusk']"
25354,"@CihanYedek https://t.co/LVK05Yl2KJ
@CihanYedek
https://t.co/GoQiopvuyC 
#bobmarley #reggae #jamaica #reggaemusic https://t.co/JdHmBKeusK","['https', '//t.co/lvk05yl2kj', 'https', '//t.co/goqiopvuyc', 'reggae', 'jamaica', 'reggaemusic', 'https', '//t.co/jdhmbkeusk']"
25435,"@misstraderr https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica #reggaemusic https://t.co/DctnEqrtym","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'reggaemusic', 'https', '//t.co/dctneqrtym']"
25444,"@misstraderr https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica #reggaemusic https://t.co/3kU690bavH","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'reggaemusic', 'https', '//t.co/3ku690bavh']"
25560,"The $THC from @ThetanArena is now at $0.01466 
 Is up 0.668% compare to 1 hour ago
 and is down -9.39% compare to https://t.co/F8JCHCegzf","['thc', '0.01466', '0.668', 'compare', 'hour', 'ago', '-9.39', 'compare', 'https', '//t.co/f8jchcegzf']"
25569,"RT @KannabiaSeeds:  BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista @Greenseedtests","['big', 'band', 'gracias', 'amigo', 'kannabista']"
25570,"RT @KannabiaSeeds:  BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista @Greenseedtests","['big', 'band', 'gracias', 'amigo', 'kannabista']"
25571,"RT @KannabiaSeeds:  BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista @Greenseedtests","['big', 'band', 'gracias', 'amigo', 'kannabista']"
25686,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/kf8o1COJuF,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']"
25776,"RT @todd_harrison: A study of nematodes suggested cannabidiol protects against Alzheimer's disease. 

Also, Schedule I drugs, substances, o","['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']"
25803,RT @NORML: #NewYork: Governor @GovKathyHochul signed legislation into law this week authorizing state-licensed #hemp growers to obtain temp,"['newyork', 'governor', 'signed', 'legislation', 'law', 'week', 'authorizing', 'state-licensed', 'hemp', 'growers', 'obtain', 'temp']"
25812,"RT @AnaemekaJay: We believe in #TranshumanCoin project because @transhumancoin is way beyond #cryptocurrency.
It's the future. And that's w","['believe', 'project', 'way', 'beyond', 'cryptocurrency', ""'s"", 'future', ""'s"", 'w']"
25813,"RT @AnaemekaJay: We believe in #TranshumanCoin project because @transhumancoin is way beyond #cryptocurrency.
It's the future. And that's w","['believe', 'project', 'way', 'beyond', 'cryptocurrency', ""'s"", 'future', ""'s"", 'w']"
25840,"RT @IntKannabia:  SATIVA DREAM by #KannabiaSeeds  @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 thanks to our IG #kannabista friend @perr","['sativa', 'dream', 'thanks', 'ig', 'kannabista', 'friend', 'perr']"
25841,"RT @IntKannabia:  SATIVA DREAM by #KannabiaSeeds  @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 thanks to our IG #kannabista friend @perr","['sativa', 'dream', 'thanks', 'ig', 'kannabista', 'friend', 'perr']"
25842,"RT @IntKannabia:  SATIVA DREAM by #KannabiaSeeds  @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 thanks to our IG #kannabista friend @perr","['sativa', 'dream', 'thanks', 'ig', 'kannabista', 'friend', 'perr']"
25866,"RT @KannabiaSeeds: ""FEEL UP"" (Vol.1) by @DJVadim en @SoulbeatsMsc 
500 copias de este disco llevan de regalo un pack de 3 unidades de #","['``', 'feel', ""''"", 'vol.1', '500', 'copias', 'disco', 'llevan', 'regalo', 'pack', 'unidades']"
25875,RT @AnaemekaJay: Prices of cryptocurrencies waver. They fall and rise and always will. But our trust in #transhumancoin and our love for hu,"['prices', 'cryptocurrencies', 'waver', 'fall', 'rise', 'always', 'trust', 'love', 'hu']"
25884,"RT @todd_harrison: Michigan marijuana jobs increased 72% in 2021

The marijuana industry in Michigan continues to grow and a new report fou","['michigan', 'marijuana', 'jobs', 'increased', '72', '2021', 'marijuana', 'industry', 'michigan', 'continues', 'grow', 'new', 'report', 'fou']"
25921,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
25922,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
25923,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
25947,"RT @KannabiaSeeds:  SATIVA DREAM by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG @perry","['sativa', 'dream', 'gracias', 'amigo', 'kannabista', 'ig', 'perry']"
25949,"RT @KannabiaSeeds:  SATIVA DREAM by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG @perry","['sativa', 'dream', 'gracias', 'amigo', 'kannabista', 'ig', 'perry']"
25950,"RT @KannabiaSeeds:  SATIVA DREAM by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG @perry","['sativa', 'dream', 'gracias', 'amigo', 'kannabista', 'ig', 'perry']"
25965,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG @perrym","['cookies', 'haze', 'gracias', 'amigo', 'kannabista', 'ig', 'perrym']"
25967,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG @perrym","['cookies', 'haze', 'gracias', 'amigo', 'kannabista', 'ig', 'perrym']"
25968,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG @perrym","['cookies', 'haze', 'gracias', 'amigo', 'kannabista', 'ig', 'perrym']"
26001,"RT @KannabiaSeeds:  BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista @Greenseedtests","['big', 'band', 'gracias', 'amigo', 'kannabista']"
26003,"RT @KannabiaSeeds:  BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista @Greenseedtests","['big', 'band', 'gracias', 'amigo', 'kannabista']"
26004,"RT @KannabiaSeeds:  BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista @Greenseedtests","['big', 'band', 'gracias', 'amigo', 'kannabista']"
26019,"RT @KannabiaSeeds:  BABY BOOM AUTO  by #KannabiaSeeds @IntKannabia @Kannabia_US
 Gracias al amigo #kannabista @seedsarg 
 #BabyBo","['baby', 'boom', 'auto', 'gracias', 'amigo', 'kannabista', 'babybo']"
26021,"RT @KannabiaSeeds:  BABY BOOM AUTO  by #KannabiaSeeds @IntKannabia @Kannabia_US
 Gracias al amigo #kannabista @seedsarg 
 #BabyBo","['baby', 'boom', 'auto', 'gracias', 'amigo', 'kannabista', 'babybo']"
26028,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
26030,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
26031,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
26037,"RT @KannabiaSeeds:  AMNESIA DREAM XL AUTO EDITION by #KannabiaSeeds  @IntKannabia @Kannabia_US
 Gracias a la amiga #kannabista @Sophie_M","['amnesia', 'dream', 'xl', 'auto', 'edition', 'gracias', 'amiga', 'kannabista', 'sophie_m']"
26039,"RT @KannabiaSeeds:  AMNESIA DREAM XL AUTO EDITION by #KannabiaSeeds  @IntKannabia @Kannabia_US
 Gracias a la amiga #kannabista @Sophie_M","['amnesia', 'dream', 'xl', 'auto', 'edition', 'gracias', 'amiga', 'kannabista', 'sophie_m']"
26065,RT @multitalentfrey: @Karl_Lauterbach sagt bei @TiloJung dass #Legalisierung nicht auf dem Vorhabenzettel fr dieses Jahr steht. Vielleicht,"['sagt', 'legalisierung', 'vorhabenzettel', 'fr', 'jahr', 'steht', 'vielleicht']"
26082,"RT @todd_harrison: Our outdated marijuana laws put Americans in danger. It's past time for federal cannabis reforms.

Continued federal can","['outdated', 'marijuana', 'laws', 'put', 'americans', 'danger', ""'s"", 'past', 'federal', 'cannabis', 'reforms', 'continued', 'federal']"
26172,RT @todd_harrison: review: cannabis in sports confirms #CBD #THC do not enhance performance and #CBD possesses anti-inflammatory / analgesi,"['review', 'cannabis', 'sports', 'confirms', 'cbd', 'thc', 'enhance', 'performance', 'cbd', 'possesses', 'anti-inflammatory', 'analgesi']"
26271,RT @todd_harrison:  #cannabis earnings start next week w @GTIGrows Tues / @Curaleaf_Inc Thurs.  numbers / price targets have been  for,"['cannabis', 'earnings', 'start', 'next', 'week', 'w', 'tues', 'thurs', 'numbers', 'price', 'targets']"
26298, LA BLANCA by #KannabiaSeeds  @IntKannabia @Kannabia_Samen @Kannabia_US  Gracias a la amiga #kannabista https://t.co/icb536OXSM,"['blanca', 'gracias', 'amiga', 'kannabista', 'https', '//t.co/icb536oxsm']"
26299, LA BLANCA by #KannabiaSeeds  @IntKannabia @Kannabia_Samen @Kannabia_US  Gracias a la amiga #kannabista https://t.co/icb536OXSM,"['blanca', 'gracias', 'amiga', 'kannabista', 'https', '//t.co/icb536oxsm']"
26300, LA BLANCA by #KannabiaSeeds  @IntKannabia @Kannabia_Samen @Kannabia_US  Gracias a la amiga #kannabista https://t.co/icb536OXSM,"['blanca', 'gracias', 'amiga', 'kannabista', 'https', '//t.co/icb536oxsm']"
26307,RT @AnaemekaJay: Prices of cryptocurrencies waver. They fall and rise and always will. But our trust in #transhumancoin and our love for hu,"['prices', 'cryptocurrencies', 'waver', 'fall', 'rise', 'always', 'trust', 'love', 'hu']"
26398,RT @multitalentfrey: @Karl_Lauterbach sagt bei @TiloJung dass #Legalisierung nicht auf dem Vorhabenzettel fr dieses Jahr steht. Vielleicht,"['sagt', 'legalisierung', 'vorhabenzettel', 'fr', 'jahr', 'steht', 'vielleicht']"
26415,"RT @CannabisBizNews: NJ legal weed sales could begin in March, Gov. Phil Murphy says https://t.co/By79v4d0w5 #cannabis","['nj', 'legal', 'weed', 'sales', 'could', 'begin', 'march', 'gov', 'phil', 'murphy', 'says', 'https', '//t.co/by79v4d0w5', 'cannabis']"
26424,"RT @NORML: In 1999, the first study to document the efficacy of #THC as a treatment for patients with #Tourette syndrome reported a drop in","['1999', 'first', 'study', 'document', 'efficacy', 'thc', 'treatment', 'patients', 'tourette', 'syndrome', 'reported', 'drop']"
26478,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/w0fscFjUTA,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/w0fscfjuta']"
